word,afinn_score,bing_sentiment,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
numb,-1,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
obliterate,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
obliterated,-2,negative,anger,NA,NA,fear,NA,negative,NA,NA,NA,NA
obnoxious,-3,negative,anger,NA,disgust,NA,NA,negative,NA,sadness,NA,NA
obscene,-2,negative,NA,NA,disgust,NA,NA,negative,NA,NA,NA,NA
obstacle,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
obstinate,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
offend,-2,negative,anger,NA,disgust,NA,NA,negative,NA,NA,NA,NA
offender,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
ominous,3,negative,NA,anticipation,NA,fear,NA,negative,NA,NA,NA,NA
oppressive,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
optimism,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,surprise,trust
outcry,-2,negative,anger,NA,NA,fear,NA,negative,NA,NA,surprise,NA
outrage,-3,negative,anger,NA,disgust,NA,NA,negative,NA,NA,NA,NA
outstanding,5,positive,NA,NA,NA,NA,joy,negative,positive,NA,NA,NA
overjoyed,4,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,NA
pain,-2,negative,NA,NA,NA,fear,NA,negative,NA,sadness,NA,NA
panic,-3,negative,NA,NA,NA,fear,NA,negative,NA,NA,NA,NA
pardon,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
passionate,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,trust
passive,-1,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
pathetic,-2,negative,NA,NA,disgust,NA,NA,negative,NA,sadness,NA,NA
peace,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,trust
peaceful,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,surprise,trust
penalty,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
perfect,3,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,trust
peril,-2,negative,NA,anticipation,NA,fear,NA,negative,NA,sadness,NA,NA
perplexed,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
persecute,-2,negative,anger,NA,NA,fear,NA,negative,NA,NA,NA,NA
pessimism,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
picturesque,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,NA
pique,-2,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
pity,-2,negative,NA,NA,NA,NA,NA,NA,NA,sadness,NA,NA
playful,2,positive,anger,NA,NA,NA,joy,NA,positive,NA,surprise,trust
pleasant,3,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,surprise,trust
pleased,3,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,NA
poison,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
pollute,-2,negative,NA,NA,disgust,NA,NA,negative,NA,NA,NA,NA
poverty,-1,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
powerful,2,positive,anger,anticipation,disgust,fear,joy,NA,positive,NA,NA,trust
powerless,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
praise,3,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,trust
pretend,-1,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
pretty,1,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,trust
prick,-5,negative,anger,NA,disgust,fear,NA,negative,NA,NA,surprise,NA
prison,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
prisoner,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
privileged,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,trust
problem,-2,negative,NA,NA,NA,fear,NA,negative,NA,sadness,NA,NA
progress,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,NA
promise,1,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,trust
propaganda,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
prosecute,-1,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
prosperous,3,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,NA
protect,1,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
proud,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,trust
punish,-2,negative,NA,NA,NA,fear,NA,negative,NA,NA,NA,NA
punitive,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
questionable,-2,negative,NA,NA,disgust,NA,NA,negative,NA,NA,NA,NA
rage,-2,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
rape,-4,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
rapture,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,NA
rash,-2,negative,NA,NA,disgust,NA,NA,negative,NA,NA,NA,NA
reassure,1,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,trust
recession,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
reckless,-2,negative,anger,NA,NA,fear,NA,negative,NA,NA,NA,NA
recommend,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,trust
refuse,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
refused,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
regret,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
regretted,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
reject,-1,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
rejected,-1,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
rejects,-1,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
rejoice,4,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,surprise,trust
rejoicing,4,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,surprise,NA
remarkable,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,surprise,trust
remorse,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
resentful,-2,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
resigned,-1,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
responsive,2,positive,NA,anticipation,NA,NA,NA,NA,positive,NA,NA,trust
restful,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
restrict,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
restriction,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
retard,-2,negative,NA,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
revenge,-2,negative,anger,anticipation,NA,fear,NA,negative,NA,NA,surprise,NA
revive,2,positive,NA,anticipation,NA,NA,NA,negative,positive,NA,NA,NA
reward,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,surprise,trust
ridiculous,-3,negative,anger,NA,disgust,NA,NA,negative,NA,NA,NA,NA
risk,-2,negative,NA,anticipation,NA,fear,NA,negative,NA,NA,NA,NA
robust,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
ruin,-2,negative,NA,NA,NA,fear,NA,negative,NA,sadness,NA,NA
ruined,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
sabotage,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,surprise,NA
sadly,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
safe,1,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,trust
satisfied,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,NA
scandal,-3,negative,NA,NA,NA,fear,NA,negative,NA,NA,NA,NA
scandalous,-3,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
scapegoat,-2,negative,anger,NA,NA,fear,NA,negative,NA,NA,NA,NA
scare,-2,negative,anger,anticipation,NA,fear,NA,negative,NA,NA,surprise,NA
sceptical,-2,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,trust
scold,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
scorn,-2,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
scream,-2,negative,anger,NA,disgust,fear,NA,negative,NA,NA,surprise,NA
screwed,-2,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
selfish,-3,negative,anger,NA,disgust,NA,NA,negative,NA,NA,NA,NA
selfishness,-3,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
serene,2,positive,NA,NA,NA,NA,NA,negative,NA,NA,NA,trust
shaky,-2,negative,anger,anticipation,NA,fear,NA,negative,NA,NA,NA,NA
shame,-2,negative,NA,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
shameful,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
shit,-4,negative,anger,NA,disgust,NA,NA,negative,NA,NA,NA,NA
shock,-2,negative,anger,NA,NA,fear,NA,negative,NA,NA,surprise,NA
shortage,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
sick,-2,negative,NA,NA,disgust,NA,NA,negative,NA,sadness,NA,NA
silly,-1,negative,NA,NA,NA,NA,joy,negative,NA,NA,NA,NA
sincere,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,trust
sincerity,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
sinful,-3,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
skeptical,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
sluggish,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
slut,-5,negative,anger,NA,disgust,NA,NA,negative,NA,NA,NA,NA
smile,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,surprise,trust
smiling,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,NA
solid,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
solidarity,2,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,trust
somber,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
soothe,3,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
sore,-1,negative,anger,NA,NA,NA,NA,negative,NA,sadness,NA,NA
sorrow,-2,negative,NA,NA,NA,fear,NA,negative,NA,sadness,NA,NA
sorrowful,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
sparkle,3,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,surprise,NA
spiteful,-2,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
splendid,3,positive,NA,NA,NA,NA,joy,NA,positive,NA,surprise,NA
stab,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,surprise,NA
stable,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,trust
stall,-2,negative,NA,NA,disgust,NA,NA,NA,NA,NA,NA,NA
steadfast,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,trust
steal,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
stereotype,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
stingy,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
stolen,-2,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
stricken,-2,negative,NA,NA,NA,NA,NA,NA,NA,sadness,NA,NA
strike,-1,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
struggle,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
stunned,-2,positive,NA,NA,NA,fear,NA,negative,NA,NA,surprise,NA
stupid,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
subversive,-2,negative,anger,NA,NA,NA,NA,negative,NA,NA,surprise,NA
success,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,NA
successful,3,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,trust
suck,-3,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
suffer,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
suffering,-2,negative,NA,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
suicidal,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
suicide,-2,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
sullen,-2,negative,anger,NA,NA,NA,NA,negative,NA,sadness,NA,NA
superb,5,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
superior,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
supported,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
supporter,1,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,trust
supporting,1,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,trust
suspect,-1,negative,NA,NA,NA,fear,NA,negative,NA,NA,NA,NA
suspicious,-2,negative,anger,anticipation,NA,NA,NA,negative,NA,NA,NA,NA
sweet,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,surprise,trust
swift,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
tender,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,trust
tension,-1,negative,anger,NA,NA,NA,NA,NA,NA,NA,NA,NA
terrible,-3,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
terribly,-3,negative,NA,NA,NA,NA,NA,NA,NA,sadness,NA,NA
terrific,4,positive,NA,NA,NA,NA,NA,NA,NA,sadness,NA,NA
terror,-3,negative,NA,NA,NA,fear,NA,negative,NA,NA,NA,NA
terrorize,-3,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
thankful,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,NA
thorny,-2,negative,NA,NA,NA,fear,NA,negative,NA,NA,NA,NA
thoughtful,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,trust
thoughtless,-2,negative,anger,NA,disgust,NA,NA,negative,NA,NA,NA,NA
threat,-2,negative,anger,NA,NA,fear,NA,negative,NA,NA,NA,NA
threaten,-2,negative,anger,anticipation,NA,fear,NA,negative,NA,NA,NA,NA
threatening,-2,negative,anger,NA,disgust,fear,NA,negative,NA,NA,NA,NA
thwart,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,surprise,NA
timid,-2,negative,NA,NA,NA,fear,NA,negative,NA,sadness,NA,NA
tired,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
top,2,positive,NA,anticipation,NA,NA,NA,NA,positive,NA,NA,trust
torture,-4,negative,anger,anticipation,disgust,fear,NA,negative,NA,sadness,NA,NA
tragedy,-2,negative,NA,NA,NA,fear,NA,negative,NA,sadness,NA,NA
tragic,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
tranquil,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,NA
traumatic,-3,negative,anger,NA,NA,fear,NA,negative,NA,sadness,NA,NA
travesty,-2,negative,NA,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
treason,-3,negative,anger,NA,disgust,fear,NA,negative,NA,NA,surprise,NA
treasure,2,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,trust
trickery,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,surprise,NA
triumph,4,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,NA
triumphant,4,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,trust
trust,1,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,trust
ugly,-3,negative,NA,NA,disgust,NA,NA,negative,NA,NA,NA,NA
unacceptable,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
unbelievable,-1,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
unbiased,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
uncertain,-1,negative,anger,NA,disgust,fear,NA,negative,NA,NA,surprise,NA
uncomfortable,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
undecided,-1,negative,NA,anticipation,NA,fear,NA,negative,NA,NA,NA,NA
underestimate,-1,negative,NA,NA,NA,NA,NA,NA,NA,NA,surprise,NA
undermined,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
undesirable,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
uneasy,-2,negative,NA,NA,disgust,fear,NA,negative,NA,NA,NA,NA
unequal,-1,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
unfulfilled,-2,negative,anger,anticipation,NA,NA,NA,negative,NA,sadness,surprise,NA
unhappy,-2,negative,anger,NA,disgust,NA,NA,negative,NA,sadness,NA,NA
unhealthy,-2,negative,NA,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
unjust,-2,negative,anger,NA,NA,NA,NA,negative,NA,NA,NA,NA
unsettled,-1,negative,anger,NA,disgust,fear,NA,negative,NA,NA,NA,NA
unsophisticated,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
unstable,-2,negative,NA,NA,NA,fear,NA,negative,NA,NA,surprise,NA
unsupported,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
unworthy,-2,negative,NA,NA,disgust,NA,NA,negative,NA,NA,NA,NA
upset,-2,negative,anger,NA,NA,NA,NA,negative,NA,sadness,NA,NA
urgent,-1,negative,NA,anticipation,NA,fear,NA,negative,NA,NA,surprise,NA
useless,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
vague,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
vicious,-2,negative,anger,NA,disgust,NA,NA,negative,NA,NA,NA,NA
vigilant,3,positive,NA,NA,NA,fear,NA,NA,positive,NA,NA,trust
violent,-3,negative,anger,NA,disgust,fear,NA,negative,NA,NA,surprise,NA
virtuous,2,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,trust
visionary,3,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,NA,trust
vivacious,3,positive,NA,NA,NA,NA,joy,NA,positive,NA,NA,NA
warned,-2,negative,NA,anticipation,NA,fear,NA,NA,NA,NA,surprise,NA
warning,-3,negative,NA,NA,NA,fear,NA,NA,NA,NA,NA,NA
waste,-1,negative,NA,NA,disgust,NA,NA,negative,NA,NA,NA,NA
wasted,-2,negative,anger,NA,disgust,NA,NA,negative,NA,NA,NA,NA
wasting,-2,negative,NA,NA,disgust,fear,NA,negative,NA,sadness,NA,NA
weakness,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
weary,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
weep,-2,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
weird,-2,negative,NA,NA,disgust,NA,NA,negative,NA,NA,NA,NA
whore,-4,negative,NA,NA,disgust,NA,NA,negative,NA,NA,NA,NA
wicked,-2,negative,NA,NA,NA,fear,NA,negative,NA,NA,NA,NA
willingness,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
winner,4,positive,NA,anticipation,NA,NA,joy,NA,positive,NA,surprise,NA
winning,4,positive,NA,anticipation,disgust,NA,joy,NA,positive,sadness,surprise,trust
woeful,-3,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
wonderful,4,positive,NA,NA,NA,NA,joy,NA,positive,NA,surprise,trust
worn,-1,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
worried,-3,negative,NA,NA,NA,NA,NA,negative,NA,sadness,NA,NA
worry,-3,negative,NA,anticipation,NA,fear,NA,negative,NA,sadness,NA,NA
worrying,-3,negative,NA,anticipation,NA,fear,NA,negative,NA,sadness,NA,NA
worse,-3,negative,NA,NA,NA,fear,NA,negative,NA,sadness,NA,NA
worsening,-3,negative,NA,NA,disgust,NA,NA,negative,NA,sadness,NA,NA
worth,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,NA
worthless,-2,negative,anger,NA,disgust,NA,NA,negative,NA,sadness,NA,NA
worthy,2,positive,NA,NA,NA,NA,NA,NA,positive,NA,NA,trust
wreck,-2,negative,anger,NA,disgust,fear,NA,negative,NA,sadness,surprise,NA
wrong,-2,negative,NA,NA,NA,NA,NA,negative,NA,NA,NA,NA
zealous,2,negative,NA,NA,NA,NA,joy,NA,positive,NA,NA,trust
